v1
-9.474771003
-9.476444292
-9.482967994
-9.48658963
-9.492595189
-9.503194252
-9.512310487
-9.522397922
-9.530270497
-9.538510174
-9.538683643
-9.544770122
-9.54792862
-9.555973261
-9.561772684
-9.5630216
-9.572949655
-9.579311135
-9.58998754
-9.596024482
-9.60405077
-9.616126113
-9.624432974
-9.633679515
-9.641292372
-9.64952708
-9.653782817
-9.659880981
-9.666776616
-9.673549628
-9.680710743
-9.684872649
-9.692288102
-9.70126879
-9.712549001
-9.720442234
-9.729321094
-9.738802987
-9.746637909
-9.759068559
-9.769605458
-9.775188367
-9.786222712
-9.788206948
-9.790472735
-9.791051555
-9.788956474
-9.785656197
-9.783551504
-9.783286125
-9.779882304
-9.779998963
-9.782545197
-9.784434953
-9.784661332
-9.781819136
-9.77311214
-9.767842475
-9.760562167
-9.758440588
-9.758094969
-9.756427841
-9.753947609
-9.75138848
-9.744533984
-9.737757573
-9.731795794
-9.732207265
-9.736621818
-9.74255643
-9.751046893
-9.755120707
-9.755099704
-9.758135893
-9.758060139
-9.765010359
-9.771198927
-9.783464264
-9.791443304
-9.806391358
-9.811718938
-9.819775162
-9.823316892
-9.829709137
-9.838432185
-9.849585503
-9.863429859
-9.879056992
-9.895003867
-9.913276509
-9.930854041
-9.947937201
-9.962988974
-9.974898131
-9.98590116
-9.994099238
-9.999874298
-10.00845317
-10.01537318
-10.02415506
-10.02500465
-10.03278944
-10.03655959
-10.03898787
-10.03754685
-10.03677771
-10.03597349
-10.03637776
-10.03717222
-10.03976374
-10.04578374
-10.05075728
-10.059673
-10.06577556
-10.06709444
-10.06242104
-10.06189469
-10.06225594
-10.06477463
-10.07162899
-10.07291328
-10.07186847
-10.06758583
-10.06038023
-10.0622243
-10.06778489
-10.07534014
-10.07869474
-10.08230982
-10.08293811
-10.08127061
-10.08204601
-10.08226282
-10.08858418
-10.0942353
-10.09209925
-10.09263986
-10.09321572
-10.09290357
-10.09881881
-10.10169088
-10.11157451
-10.11365764
-10.1201971
-10.12689376
-10.13784017
-10.14714568
-10.15794867
-10.16526204
-10.1733705
-10.18101104
-10.19094277
-10.2014627
-10.21507769
-10.22629786
-10.24157076
-10.25316544
-10.26755984
-10.27949687
-10.28662255
-10.2943874
-10.30813535
-10.32160754
-10.33768568
-10.35588354
-10.36770154
-10.38050349
-10.39334619
-10.40529842
-10.42121242
-10.43547518
-10.45656572
-10.4777728
-10.50031111
-10.51738426
-10.53923217
-10.56145225
-10.57844497
-10.59724314
-10.61694689
-10.63649868
-10.65492914
-10.66855853
-10.68179566
-10.69063601
-10.70018905
-10.71556868
-10.72754316
-10.74503859
-10.75156909
-10.7617661
-10.76978522
-10.77892064
-10.78513488
-10.79010507
-10.79357543
-10.79811443
-10.80699205
-10.80844672
-10.81015639
-10.81489012
-10.81955326
-10.82325642
-10.83194013
-10.83614195
-10.84435953
-10.85098229
-10.85739947
-10.8659068
-10.87253609
-10.87702249
-10.88094707
-10.88136054
-10.88494042
-10.88368231
-10.88118505
-10.8787169
-10.88239325
-10.88483349
-10.89222605
-10.89510328
-10.90331352
-10.90305165
-10.90254485
-10.89852641
-10.90393334
-10.90970642
-10.90734216
-10.91313267
-10.92150532
-10.92959866
-10.93933053
-10.95074029
-10.96362813
-10.97262361
-10.97858352
-10.98570919
-10.9906213
-10.99863749
-11.00702766
-11.01241928
-11.02631144
-11.03907005
-11.05534622
-11.07174428
-11.08635198
-11.10044946
-11.11545017
-11.13967291
-11.16209216
-11.17588328
-11.18977096
-11.20053212
-11.20755843
-11.21608387
-11.2231439
-11.23418701
-11.24458585
-11.25660169
-11.26560626
-11.27160883
-11.27288722
-11.27973169
-11.28269984
-11.28956977
-11.29239278
-11.29561347
-11.30332569
-11.30666482
-11.31203205
-11.31558422
-11.31457833
-11.31843298
-11.32127992
-11.32781525
-11.33524994
-11.34369986
-11.34767615
-11.3553668
-11.36410615
-11.37716467
-11.39234432
-11.40136718
-11.41121923
-11.41792646
-11.42575253
-11.4378757
-11.44545199
-11.45216613
-11.45501644
-11.45540816
-11.45382355
-11.45166821
-11.44856859
-11.44596734
-11.44200478
-11.43986448
-11.44583123
-11.44371063
-11.44677396
-11.44626988
-11.44281701
-11.43144528
-11.42545856
-11.41660934
-11.4040794
-11.39046661
-11.37406961
-11.35798309
-11.34247922
-11.32963122
-11.31533115
-11.30421387
-11.28596166
-11.26698705
-11.25042721
-11.22784874
-11.21380876
-11.20299292
-11.19179969
-11.18006243
-11.16595982
-11.15397784
-11.14034659
-11.1256694
-11.11145711
-11.0934506
-11.07727739
-11.0620454
-11.04409685
-11.02305006
-11.00247115
-10.98174066
-10.95998996
-10.94048357
-10.92224561
-10.90610205
-10.89876813
-10.88648355
-10.87369516
-10.8681719
-10.85891925
-10.85146653
-10.84115138
-10.83351318
-10.8239075
-10.80830158
-10.79510762
-10.78240734
-10.77706316
-10.76927863
-10.7603291
-10.75395808
-10.74840383
-10.74901446
-10.74258663
-10.73869226
-10.73337063
-10.72894771
-10.7229069
-10.72025032
-10.71820159
-10.71888302
-10.72258208
-10.72547318
-10.7298479
-10.73397584
-10.73677074
-10.7425498
-10.74773295
-10.75003276
-10.76070151
-10.76622612
-10.7733428
-10.78035176
-10.7908962
-10.80458646
-10.81610002
-10.82343999
-10.82619791
-10.83444107
-10.83678584
-10.83712679
-10.84067505
-10.84068429
-10.84277692
-10.84399442
-10.84651992
-10.85277268
-10.85088974
-10.85023152
-10.84361125
-10.83648617
-10.82718781
-10.81830821
-10.81274939
-10.80625896
-10.7919872
-10.78210232
-10.76777189
-10.75504173
-10.74677529
-10.73979806
-10.73591547
-10.72915312
-10.72420142
-10.72370994
-10.72283296
-10.72465452
-10.72605032
-10.73099924
-10.73723787
-10.74607408
-10.75346831
-10.7598511
-10.76741377
-10.77701265
-10.78904204
-10.79714535
-10.80388364
-10.80845226
-10.81242296
-10.80831924
-10.80774111
-10.80609718
-10.80296847
-10.79630414
-10.79313397
-10.78484344
-10.77756676
-10.7728762
-10.77290681
-10.77260903
-10.76889491
-10.76423305
-10.75566414
-10.74917523
-10.74874492
-10.74494701
-10.74312109
-10.73923052
-10.73897024
-10.72861714
-10.71796163
-10.70241581
-10.68421504
-10.67174095
-10.655844
-10.64381566
-10.62702043
-10.61132464
-10.59128767
-10.57189444
-10.55240789
-10.53286586
-10.51143002
-10.49388666
-10.47407094
-10.46272788
-10.4414078
-10.42278589
-10.40396662
-10.38689975
-10.37462199
-10.35965541
-10.3496485
-10.3407896
-10.33238651
-10.32080197
-10.30688412
-10.28987672
-10.27646606
-10.25814232
-10.23973116
-10.2216817
-10.20629605
-10.19206042
-10.18530475
-10.17468719
-10.16102255
-10.14888808
-10.1384634
-10.13005507
-10.12245993
-10.11297916
-10.10644179
-10.09967409
-10.09447353
-10.08681893
-10.08606322
-10.08026543
-10.07425199
-10.06751958
-10.0642313
-10.05927352
-10.05457204
-10.04788812
-10.05083735
-10.05046502
-10.05285781
-10.05407897
-10.05528004
-10.04865462
-10.04426268
-10.04323354
-10.0392706
-10.03250306
-10.02941793
-10.02608209
-10.02129372
-10.0150467
-10.01029769
-10.01000558
-10.0073142
-10.01303289
-10.01740696
-10.01894012
-10.03111412
-10.04124898
-10.05111799
-10.05706368
-10.06703609
-10.08277718
-10.09616809
-10.11157281
-10.12514873
-10.13522079
-10.14852697
-10.15432398
-10.16485101
-10.1691563
-10.17157824
-10.18011424
-10.1821051
-10.1910429
-10.19709317
-10.20179864
-10.20681758
-10.21508076
-10.22331098
-10.23296275
-10.24214372
-10.25498402
-10.26282598
-10.27328246
-10.28199697
-10.28230868
-10.28002572
-10.27935408
-10.28057371
-10.27989591
-10.27779294
-10.27297443
-10.26957657
-10.26691893
-10.26252012
-10.26224141
-10.25445546
-10.24979938
-10.2503721
-10.24971487
-10.24754877
-10.25106265
-10.25018618
-10.24782965
-10.24635204
-10.24952842
-10.25698595
-10.260585
-10.26630958
-10.27076714
-10.28037158
-10.28862
-10.28993849
-10.29157151
-10.29132383
-10.2879353
-10.28543168
-10.28200483
-10.27407991
-10.26621519
-10.26235644
-10.2608663
-10.25503584
-10.25331808
-10.25050838
-10.24968819
-10.24444204
-10.24337405
-10.23911785
